time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2013-10-16T15:35:33.090Z,9.8188,123.891,24.02,4.5,mb,,148,8.476,0.79,us,usc000kpaz,2013-12-30T23:41:11.000Z,"6 km SSW of Bagacay, Philippines",earthquake,,10.1,0.18,,reviewed,us,us
2013-10-16T17:04:31.940Z,9.8926,124.0694,20.96,4.8,mb,,103,3.177,0.55,us,usb000kevr,2013-12-30T23:41:11.000Z,"3 km SW of Sagbayan, Philippines",earthquake,,4,0.088,,reviewed,us,us
2013-10-16T18:57:59.450Z,9.7679,123.5686,10,4.8,mb,,112,3.338,0.63,us,usc000kpb6,2013-12-30T23:41:11.000Z,"3 km ENE of Dalaguete, Philippines",earthquake,,1.5,0.134,,reviewed,us,us
2013-10-16T22:19:12.410Z,9.9295,123.982,24.42,4.9,mb,,71,3.25,1.29,us,usb000kfad,2013-12-30T23:41:11.000Z,"2 km S of Panaytayon, Philippines",earthquake,,2.5,0.066,,reviewed,us,us
2013-10-16T23:37:28.370Z,9.702,123.7936,10,5.3,mb,,43,3.156,1.39,us,usb000kfbv,2022-07-25T23:53:12.924Z,"6 km SW of Bood, Philippines",earthquake,,1.6,0.048,,reviewed,us,us
2013-10-17T03:29:22.820Z,9.8278,124.4286,10,4.5,mb,,128,2.967,0.74,us,usb000kfdr,2013-12-30T23:41:11.000Z,"5 km NW of Biabas, Philippines",earthquake,,1.9,0.119,,reviewed,us,us
2013-10-17T03:36:25.660Z,9.8017,124.5275,10,4.2,mb,,133,2.906,0.85,us,usc000kpbm,2013-12-30T23:41:11.000Z,"2 km ENE of Giawang, Philippines",earthquake,,1.9,0.176,,reviewed,us,us
2013-10-17T05:38:34.520Z,9.6183,123.87,10,4.4,mb,,50,3.045,0.79,us,usc000kpbn,2013-12-30T23:41:11.000Z,"0 km SSE of Dauis, Philippines",earthquake,,1.9,0.17,,reviewed,us,us
2013-10-17T05:46:01.750Z,9.9612,124.1487,10,4.6,mb,,107,3.202,0.93,us,usb000kfg7,2013-12-30T23:41:11.000Z,"6 km ENE of Canmaya Diot, Philippines",earthquake,,1.8,0.073,,reviewed,us,us
2013-10-17T13:56:41.120Z,9.8109,123.7009,23,4.5,mb,,116,3.296,1.13,us,usc000kpc2,2013-12-30T23:41:12.000Z,"10 km W of Loon, Philippines",earthquake,,1.9,0.109,,reviewed,us,us
2013-10-18T07:24:31.660Z,9.9077,124.0799,10,4.6,mb,,91,3.185,0.84,us,usb000kg8l,2022-07-25T23:58:14.446Z,"1 km WSW of Sagbayan, Philippines",earthquake,,1.8,0.109,,reviewed,us,us
2013-10-18T08:48:04.520Z,9.7677,123.9592,10,4.8,mb,,73,3.123,1.43,us,usb000kg9j,2022-07-26T00:00:15.615Z,"1 km NW of Balilihan, Philippines",earthquake,,1.7,0.07,,reviewed,us,us
2013-10-18T08:54:38.000Z,9.6729,124.0043,10,4.3,mb,,123,3.019,0.97,us,usc000kpcy,2013-12-30T23:41:12.000Z,"5 km NW of Loboc, Philippines",earthquake,,1.9,0.188,,reviewed,us,us
2013-10-18T13:22:10.350Z,9.7491,123.9294,23,4.5,mb,,95,8.481,1.47,us,usc000kpd7,2013-12-30T23:41:13.000Z,"4 km W of Balilihan, Philippines",earthquake,,1.5,0.121,,reviewed,us,us
2013-10-18T17:09:01.270Z,9.7342,123.6476,11.86,4.5,mb,,87,8.224,1.12,us,usb000kgji,2013-12-30T23:41:13.000Z,"12 km ESE of Dalaguete, Philippines",earthquake,,4,0.093,,reviewed,us,us
2013-10-18T17:31:54.390Z,9.9587,124.5014,10.35,4.4,mb,,99,9.08,0.72,us,usc000kpdc,2013-12-30T23:41:13.000Z,"4 km N of Abaca, Philippines",earthquake,,5.1,0.139,,reviewed,us,us
2013-10-18T23:51:36.770Z,9.5475,123.7291,10,4.3,mb,,71,14.688,0.68,us,usc000kpdm,2013-12-30T23:41:13.000Z,"3 km ENE of Danao, Philippines",earthquake,,1.9,0.133,,reviewed,us,us
2013-10-19T11:19:29.780Z,9.8945,124.4839,10,4.4,mb,,150,9.038,0.67,us,usc000kpe5,2013-12-30T23:41:14.000Z,"3 km SW of Abaca, Philippines",earthquake,,1.9,0.098,,reviewed,us,us
2013-10-19T20:40:41.250Z,10.0841,124.2202,10,4.9,mb,,45,3.282,0.42,us,usb000khea,2022-07-26T00:09:12.435Z,"8 km SSW of Bagacay, Philippines",earthquake,,1.8,0.066,,reviewed,us,us
2013-10-19T21:11:46.610Z,9.6202,123.7329,10,4.7,mb,,43,3.123,0.72,us,usb000khf3,2013-12-30T23:41:14.000Z,"3 km N of Doljo, Philippines",earthquake,,1.8,0.06,,reviewed,us,us
2013-10-19T21:29:36.700Z,10.0397,124.2137,10,4.9,mb,,45,3.245,0.76,us,usb000khf0,2022-07-26T00:05:29.060Z,"13 km WSW of San Roque, Philippines",earthquake,,1.8,0.058,,reviewed,us,us
2013-10-19T21:31:23.060Z,10.066,124.1876,10,4.7,mb,,108,13.258,0.84,us,usc000kpef,2013-12-30T23:41:14.000Z,"9 km SSE of Jetafe, Philippines",earthquake,,1.9,0.137,,reviewed,us,us
2013-10-19T21:43:28.290Z,10.06,124.3542,10,4.8,mb,,46,8.992,0.96,us,usb000khf4,2022-07-26T00:06:31.409Z,"2 km SSE of Trinidad, Philippines",earthquake,,1.1,0.059,,reviewed,us,us
2013-10-19T22:38:08.240Z,9.9668,124.3264,10,4.6,mb,,93,3.133,1.17,us,usb000khft,2022-07-26T00:33:36.546Z,"2 km SW of San Miguel, Philippines",earthquake,,1.6,0.083,,reviewed,us,us
2013-10-19T22:53:01.260Z,10.0591,124.187,10,4.7,mb,,59,3.273,0.7,us,usc000kpej,2022-07-26T00:38:48.254Z,"10 km SSE of Jetafe, Philippines",earthquake,,1.9,0.108,,reviewed,us,us
2013-10-20T01:45:35.090Z,9.8521,124.0508,23.14,4.9,mb,,36,3.15,0.64,us,usb000khgz,2022-07-26T00:07:46.087Z,"8 km SSW of Sagbayan, Philippines",earthquake,,3.2,0.063,,reviewed,us,us
2013-10-20T06:23:57.460Z,9.8651,124.1155,10,4.7,mb,,53,8.696,0.72,us,usb000khit,2013-12-30T23:41:15.000Z,"6 km WNW of Nueva Fuerza, Philippines",earthquake,,1.9,0.062,,reviewed,us,us
2013-10-20T08:05:39.580Z,9.7683,123.6983,10,5.3,mb,,37,3.263,1.01,us,usb000khj3,2022-07-26T00:10:27.323Z,"10 km WSW of Loon, Philippines",earthquake,,1.7,0.044,,reviewed,us,us
2013-10-20T08:39:46.630Z,9.27,123.4491,10,4.3,mb,,62,3.037,1.37,us,usc000kpf5,2013-12-30T23:41:15.000Z,"9 km NW of Siquijor, Philippines",earthquake,,1.9,0.133,,reviewed,us,us
2013-10-20T10:30:35.720Z,9.6599,123.8095,10,4.5,mb,,179,8.336,0.99,us,usc000kpfd,2013-12-30T23:41:15.000Z,"3 km NNW of Songculan, Philippines",earthquake,,1.9,0.15,,reviewed,us,us
2013-10-20T23:03:20.310Z,9.7837,124.0278,23.14,5.3,mb,,32,3.102,0.85,us,usb000khq7,2022-07-26T00:17:25.081Z,"6 km ENE of Balilihan, Philippines",earthquake,,3.1,0.041,,reviewed,us,us
2013-10-20T23:22:48.690Z,9.6778,124.2559,10,4.3,mb,,106,2.903,0.84,us,usc000kpfq,2013-12-30T23:41:16.000Z,"2 km SW of Estaca, Philippines",earthquake,,1.8,0.169,,reviewed,us,us
2013-10-20T23:34:12.770Z,9.9204,124.1584,10,4.8,mb,,36,3.161,0.85,us,usb000khqk,2022-07-26T00:18:26.287Z,"7 km ESE of Canmaya Diot, Philippines",earthquake,,1.8,0.061,,reviewed,us,us
2013-10-21T01:12:53.670Z,9.9291,123.8402,10,4.5,mb,,162,3.321,0.69,us,usb000kx59,2013-12-30T23:41:16.000Z,"4 km WNW of San Isidro, Philippines",earthquake,,1.9,0.157,,reviewed,us,us
2013-10-21T11:43:15.900Z,10.0619,123.99,10,4.5,mb,,137,3.362,0.72,us,usb000khu2,2013-12-30T23:41:16.000Z,"11 km NNW of Clarin, Philippines",earthquake,,1.9,0.109,,reviewed,us,us
2013-10-21T14:22:17.630Z,10.1421,124.2947,20.06,4.6,mb,,145,3.306,1.43,us,usb000khuw,2022-07-26T00:01:22.086Z,"2 km SW of San Francisco, Philippines",earthquake,,3.1,0.114,,reviewed,us,us
2013-10-22T03:13:08.500Z,9.6891,124.0703,10,4.3,mb,,105,3,1.06,us,usb000kx6b,2014-01-03T00:32:50.000Z,"6 km NE of Loboc, Philippines",earthquake,,1.9,0.161,,reviewed,us,us
2013-10-22T12:29:32.910Z,9.8813,124.4493,10,4.5,mb,,71,3.008,1.15,us,usb000kx6q,2014-01-03T00:32:50.000Z,"1 km SSE of Alicia, Philippines",earthquake,,1.9,0.102,,reviewed,us,us
2013-10-22T18:42:02.070Z,10.0082,124.155,12.86,5.1,mb,,34,3.241,1.15,us,usb000kign,2022-07-26T00:23:23.940Z,"10 km NE of Canmaya Diot, Philippines",earthquake,,3,0.045,,reviewed,us,us
