rep,scenario,status,n,n_sh,n_ns,true_mu,true_beta,true_Ksh,true_Kns,true_ash,true_ans,true_R,mu_hat,beta_hat,Ksh_hat,Kns_hat,ash_hat,ans_hat,R_hat,ll2,aic2,ll1,aic1,LR,lrt_p,R_lo,R_hi,R_covered,n_boot_ok,ks_p
58,C,ok,71,44,27,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.6420980396839197,6.724628220816597,0.13462388273006223,0.054419484852282284,0.8776509496740669,1.1849314362886012,2.473817660999345,-81.84825100366757,175.69650200733514,-82.05392162643534,172.10784325287068,0.41134124553553875,0.8141011785200472,0.14912643457912,25.956079730335766,True,42,0.4870083460100696
59,C,ok,94,56,38,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.9475447245504918,10.000000000000002,0.036174355189637096,0.10181421201812624,1.2553448472191633,1.0000000000000004e-06,0.35529769835272984,-87.325049775789,186.650099551578,-87.69841363357557,183.39682726715114,0.7467277155731438,0.6884147022181678,6.140722845677566e-07,16.30411022977153,True,41,0.6516552751037197
60,C,ok,82,56,26,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.723838460307812,5.677131521566123,0.22387694889857654,0.16851748101395708,1.0737653705922414e-06,2.112624020858123e-06,1.3285087550058645,-84.20758698843306,180.41517397686613,-84.24937305731937,176.49874611463875,0.08357213777262018,0.959074934596158,0.09678255220716969,68.82127421772698,True,42,0.5518288938203428
61,C,ok,86,47,39,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.8448121804978033,10.000000000000002,9.999999999999982e-09,0.1725955033503594,0.05618565177637745,0.7562364693084214,5.7938937028391357e-08,-84.37538515321016,180.75077030642032,-87.16677762700388,182.33355525400776,5.582784947587442,0.06133574600396818,1.56801529320867e-07,90.55267114199096,True,46,0.8739137976261491
62,C,ok,84,58,26,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.8344676046302788,10.000000000000002,0.11318603616555765,0.08974949982301014,1.0000000000000004e-06,1.0000000000000004e-06,1.261132779444625,-87.2307119376818,186.4614238753636,-87.24421893656263,182.48843787312526,0.027013997761656583,0.9865838113110466,1.1958897768179754e-07,115.17762393782549,True,44,0.9437506227929302
63,C,ok,98,50,48,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.726615046701513,2.427444989204525,0.2148052807302554,0.3521682646088268,1.0000000000000004e-06,0.5187781573952541,0.6099507034481139,-81.38064750742303,174.76129501484607,-82.07361795536198,172.14723591072396,1.3859408958778943,0.5000883741195641,2.519779124176009e-07,67.29187172205337,True,43,0.9842425342526036
64,C,ok,72,41,31,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.7290747082427405,2.075342535384509,0.0743286345962924,1.40529603725296e-08,1.383845350644028,0.04297169688250238,5289179.832997201,-87.51135583026769,187.02271166053538,-88.00122700893554,184.0024540178711,0.9797423573357094,0.6127053186160885,6.049735282595283e-08,190.95808714027663,True,43,0.9225700423003459
65,C,ok,87,45,42,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.6845780548842105,1.4955474810521945,0.26902885198504073,1.0058076872002722e-07,0.9496116445991601,0.009880654080286821,2674754.3830560604,-78.67440108860974,169.34880217721948,-81.89479078917489,171.78958157834978,6.4407794011303,0.03993949078539316,6.470775735514939e-08,22.45060370640247,True,42,0.9515911778410622
66,C,ok,83,48,35,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.6577917365505781,1.9240944412587946,0.27736059583284306,0.19633903960947652,1.0000000000000004e-06,0.8476878242470058,1.4126614675538829,-85.71733844743663,183.43467689487326,-86.0925267761375,180.185053552275,0.7503766574017448,0.6871598546814937,0.002246693008477284,50.04138083261713,True,42,0.9263577139243007
67,C,ok,88,50,38,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.8980194000671897,1.6184997430691044,0.01716422331450339,1.9697355143376283e-08,2.129928997025317,0.011877652336467147,871397.3622126258,-87.50602776691228,187.01205553382457,-88.08395595754334,184.16791191508668,1.1558563812621117,0.5610595717294153,3.752322568573313e-08,53.055235629179535,True,39,0.897451919771509
68,C,ok,94,63,31,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.8951321997071426,3.0508300176790457,0.0023179471293678813,0.3227559163358956,2.25,1.0000000000000004e-06,0.007181733973098012,-85.4815680045939,182.9631360091878,-87.4528042256751,182.9056084513502,3.942472442162398,0.1392845632275339,3.3918416092264665e-08,14.448184939641884,True,42,0.7714202808264874
69,C,ok,86,58,28,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.7950926781528214,10.000000000000002,0.21363126650586758,0.0467888229679027,1.3457413905936469e-05,0.8220776042509929,4.565861095766811,-82.50602145378352,177.01204290756704,-83.27310290501097,174.54620581002195,1.5341629024549093,0.4643663684089808,3.68385673177362e-08,11.281452899784568,True,41,0.9691956866155643
70,C,ok,94,56,38,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.9260663250928154,10.000000000000002,0.033828472648027165,0.07091309181179384,1.5153447703134462,1.042056894340397,0.4770412879163311,-84.5296388562287,181.0592777124574,-84.67042876151842,177.34085752303685,0.28157981057944426,0.8686717958767977,0.01915210613280381,35.713705011617726,True,44,0.7606789023713492
71,C,ok,80,53,27,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.7532164126159612,10.000000000000002,0.15385660337580462,0.09638494693758409,1.0000000000000004e-06,0.9810401639051874,1.5962721178384565,-84.29993517556834,180.59987035113667,-84.52353529902544,177.04707059805088,0.4472002469142069,0.7996348256562451,2.176539427912298e-08,14.300397617567368,True,43,0.942694432095476
72,C,ok,79,52,27,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.8097248510580098,10.000000000000002,0.030070369561170696,0.017577899610592876,1.3909843750289654,2.25,1.7106918475657666,-86.65048915247444,185.30097830494887,-86.75463400037711,181.50926800075422,0.20828969580534817,0.9010947662808456,0.028222569919302786,77.19075278549117,True,42,0.9505242293755275
73,C,ok,87,52,35,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.6521122155777064,1.1097597608048162,0.15204035453385875,0.49377536384350496,0.661798643982819,7.922467141822293e-06,0.3079140144830024,-86.5801382784295,185.160276556859,-86.91875866891141,181.83751733782282,0.6772407809638139,0.7127529655504035,2.668769409833643e-07,7.878107187702316,True,38,0.9552476126036873
74,C,ok,107,62,45,0.8,4.0,0.12,0.08,0.8,0.7,1.5,1.0804618462034883,10.000000000000002,0.04293359123028431,0.012615385148924492,2.009640689462178,2.121551132831751e-06,3.403272331637418,-83.07447960035847,178.14895920071694,-85.64788198098404,179.29576396196808,5.146804761251133,0.07627558486016617,0.018640342864344718,27.195720284717495,True,43,0.9048898126987291
75,C,ok,59,32,27,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.5151816953143948,6.409580940881641,0.10069835877154011,0.060973340146840846,1.0374543612189515,1.605677156678184,1.6515145558539244,-74.2348023513538,160.4696047027076,-74.29464808023859,156.58929616047718,0.11969145776956225,0.9419098318564935,1.794040649997901e-07,41.55179225244613,True,45,0.6950893134725895
76,C,ok,86,52,34,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.8272562277266252,6.186550535609845,0.06209749905986154,0.09925870895844305,1.1751966730509098,1.0000017061735022e-06,0.6256126007629224,-86.27967527550972,184.55935055101943,-86.65274098974231,181.30548197948463,0.7461314284651905,0.6886199792235841,3.0959239447448484e-07,114.2462407767305,True,37,0.9661662641530036
77,C,ok,74,42,32,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.7714645056960701,10.000000000000002,0.04391762959180561,2.7920269870950128e-08,2.25,0.0076883793677992905,1572965.7984968142,-86.74524215257213,185.49048430514426,-87.40633381818584,182.81266763637169,1.3221833312274214,0.516287413525002,4.3003309601068225e-07,29.99153706469896,True,45,0.6415124088919876
78,C,ok,99,58,41,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.8306712731153898,6.81069077216892,0.1463592305719037,0.28753018914084866,0.5189974847727816,1.0000000000000004e-06,0.5090221343686754,-77.46130249625352,166.92260499250705,-77.81115670510381,163.62231341020762,0.6997084177005775,0.7047908344949589,5.969859821130967e-08,19.72115506483656,True,42,0.9596523699893688
79,C,ok,76,41,35,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.7525368578845132,8.503999309394688,0.0015879161845341553,0.22715004243403455,0.00252680626024411,0.06630006209602012,0.006990604833346195,-85.53482718000475,183.0696543600095,-86.83079456617455,181.6615891323491,2.5919347723395845,0.2736330274459795,3.671788523078966e-08,195.40659665498723,True,40,0.9962639953139234
80,C,ok,76,45,31,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.48392484370052075,0.11292248619998113,0.7649278636261849,9.999999999999982e-09,1.0000000000000004e-06,0.03286145848849881,76492786.36261863,-86.97590014624164,185.95180029248328,-87.35273384637689,182.70546769275379,0.7536674002705013,0.68603015113159,2.566118248288877e-07,44.311252975438045,True,42,0.8355761366185
81,C,ok,87,58,29,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.7070303135554394,3.067980580999044,0.2387004895052797,0.06612090880251882,0.6014510224001136,9.140483546374635e-06,3.610060627239694,-82.0313045903558,176.0626091807116,-82.44247081066212,172.88494162132423,0.8223324406126267,0.6628767388682635,4.7572156596709917e-08,88.6856800759719,True,46,0.9199161756991213
82,C,ok,61,35,26,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.6103969710731567,1.533180930194793,1.000000187994166e-08,0.23332166091106726,6.57117033680533e-05,1.4771912679098733e-06,4.285929493598648e-08,-84.02006645691037,180.04013291382074,-84.72508417664801,177.45016835329602,1.4100354394752799,0.49409981885941234,1.1162273192520237e-07,24.749202570650006,True,41,0.5830218670091027
83,C,ok,106,74,32,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.9582113210714295,10.000000000000002,0.0716025458681935,0.264643645127982,1.1121500085026912,1.0000000000000004e-06,0.27056212074756764,-79.20785612061832,170.41571224123663,-80.66379396361259,169.32758792722518,2.911875685988548,0.23318157361650982,1.5168450625127383e-08,41.39197267826185,True,41,0.7274954013056825
84,C,ok,64,40,24,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.6293461381678609,10.000000000000002,0.026450827714484478,9.999999999999982e-09,1.9570485597350358,0.03213251821665179,2645082.7714484525,-76.42117190408442,164.84234380816883,-77.1172210484155,162.234442096831,1.3920982886621687,0.49855112142779123,4.706267093589882e-08,22.389780566591767,True,46,0.9117614800039479
85,C,ok,83,57,26,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.628993566154347,2.251412791308148,0.4303847904193551,0.018388685834070457,3.884826489764839e-06,2.25,23.404869401919985,-80.86734716112699,173.73469432225397,-82.320137233808,172.640274467616,2.9055801453620234,0.23391673209954011,5.1728363846655764e-08,45.989405013964245,True,43,0.9928267708833655
86,C,ok,95,59,36,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.9073330282376318,10.000000000000002,0.006741066203436123,0.2914425471494472,0.08168137615938137,0.3977636584089812,0.023130000301498223,-81.9201371353516,175.8402742707032,-85.50202308207078,179.00404616414156,7.163771893438366,0.02782317571650006,4.6381238156092806e-07,22.636396644618976,True,44,0.9784236108775978
87,C,ok,80,46,34,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.6565200480572907,4.691422176511369,0.10765076373934608,0.08850285082484412,1.761111214681356,1.475795287910346,1.2163536285672603,-78.06381938736497,168.12763877472995,-78.26378619426438,164.52757238852877,0.3999336137988223,0.8187579297412603,8.028479439138485e-08,19.7742776929646,True,40,0.7750152250715371
88,C,ok,73,40,33,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.6299745998571785,5.242747897086458,0.3444811389572129,0.07737222142903036,1.0000000000000004e-06,1.0000000000000004e-06,4.452258609030478,-81.4669243452523,174.9338486905046,-82.38706241201015,172.7741248240203,1.8402761335157152,0.398464022650763,0.0596295362965108,141.70224465993584,True,45,0.9138846640122401
89,C,ok,88,50,38,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.5180375972599626,0.8066792911637383,0.7995017627226083,0.001328211600867454,1.985754166498552e-06,2.25,601.9385481955242,-78.16220218030129,168.32440436060259,-80.5479206198705,169.095841239741,4.771436879138406,0.0920228429728861,2.9769899414195095e-07,128.13037968592363,True,44,0.751410300417108
90,C,ok,91,53,38,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.7511049028359984,1.1246752842654182,0.0735367581621396,0.33870051249268635,2.591167135689423e-05,0.8072723470801595,0.21711439885620928,-87.03320896448572,186.06641792897145,-87.66264481490855,183.3252896298171,1.2588717008456456,0.5328923472147802,0.04044341046286576,28.365509905908525,True,40,0.9766637598842888
91,C,ok,81,44,37,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.7254837689256676,6.715814468546857,0.196085032926139,9.999999999999982e-09,0.7538563944038331,0.06001795247119562,19608503.292613935,-79.18427175379283,170.36854350758566,-81.76874708099605,171.5374941619921,5.168950654406444,0.07543564825246796,1.6757912333813046e-08,15.442066825482637,True,41,0.7338413730291031
92,C,ok,82,48,34,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.7693923736644158,1.8651906767334359,5.597848131315441e-07,0.2980928269664662,0.0005873940559487384,0.5364882705843157,1.8778875655217185e-06,-87.52846664429866,187.05693328859732,-88.5685522179741,185.1371044359482,2.0801711473508817,0.3534244368366548,0.0008474332904574611,12.860107911144283,True,42,0.6340389554177385
93,C,ok,77,47,30,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.6982905594435526,3.8139925470356557,0.30114752830403435,9.999999999999982e-09,1.0000000000000004e-06,0.03458416852533431,30114752.830403488,-84.8921026659026,181.7842053318052,-86.99553960276629,181.99107920553257,4.206873873727375,0.12203627567305775,0.0023974938907991073,22.063300312445215,True,43,0.9422914067777464
94,C,ok,94,46,48,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.9426756806723883,10.000000000000002,0.13282411596322213,0.015756611870433094,0.2646827949703313,1.8342409850346142,8.429738388902212,-87.41228832795521,186.82457665591042,-87.86500456182986,183.73000912365973,0.9054324677493071,0.6358985544954608,3.620117281364045e-08,77.62384640584841,True,41,0.6851694301968232
95,C,ok,97,59,38,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.9958056863927687,10.000000000000002,0.12504837027058918,4.678529752619783e-08,1.0000000000000004e-06,0.024262198102890993,2672813.4025559477,-87.67534184544238,187.35068369088475,-88.50848771290774,185.01697542581547,1.6662917349307236,0.4346796884745726,5.674551202675123e-08,17.416102833145846,True,45,0.556528743390102
96,C,ok,79,49,30,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.725237490014597,8.313697168441633,0.20929996825589778,0.03602778318758088,1.0000000000000004e-06,1.7458451921745846,5.8094045688618845,-82.8368083361292,177.6736166722584,-84.07022222171065,176.1404444434213,2.4668277711629116,0.29129642560643065,0.00021270852668033556,16.732812312493603,True,43,0.9312623048521638
97,C,ok,83,51,32,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.7312579236954212,1.9253892794419702,5.286650551568867e-07,0.5189622318679671,0.001807257119673058,0.12146143886852108,1.018696588485823e-06,-85.62464117553422,183.24928235106844,-87.35461587735433,182.70923175470867,3.4599494036402234,0.17728889499950395,0.00672618775065783,17.21700853499432,True,39,0.8553107660339855
98,C,ok,79,48,31,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.4978744647914781,0.14331278236749243,0.6959726881394692,1.5143495139683314e-08,0.21657216776808963,0.018797190793683357,45958524.21913371,-86.62793069235342,185.25586138470683,-88.32356315698426,184.64712631396853,3.3912649292616948,0.18348314572226898,4.372514331961427e-08,58.247940527670806,True,38,0.9045622621603044
99,C,ok,71,37,34,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.5527677214717371,0.889609868196236,0.016803659719563033,0.5693797170882934,1.925082895352892e-06,0.1510600759496887,0.029512220430847027,-83.39955899171814,178.79911798343628,-84.87485522819846,177.7497104563969,2.9505924729606363,0.22871096447771866,0.002742389469099865,75.73069175379096,True,42,0.9482473191093999
100,C,ok,90,54,36,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.6876684494381972,0.7720603412435728,0.0016083903641828615,0.4705513862359159,2.25,0.7272624517970253,0.0034180971754198125,-85.10682029391633,182.21364058783266,-87.58002839652336,183.16005679304672,4.946416205214064,0.08431393690019529,8.301129444354737e-07,37.23986672029535,True,44,0.3296609586412589
101,C,ok,70,35,35,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.5337273129115429,1.2083290638599953,0.20369550479441043,0.06507839900686761,1.0581939434021717,2.25,3.130001780973665,-82.09724130723073,176.19448261446146,-82.38570227283466,172.77140454566933,0.5769219312078633,0.749416057579785,2.1502582079710844e-06,65.88602870679522,True,42,0.3763529902736081
102,C,ok,67,47,20,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.6282301679182988,4.3366261388559,0.014669859924138265,0.20713106184243685,2.25,1.0000000000000004e-06,0.07082404634847826,-79.22423336237631,170.44846672475262,-80.75921877759862,169.51843755519724,3.0699708304446176,0.21545883356601547,7.119863073547536e-08,26.730046200927703,True,47,0.6801272463257607
103,C,ok,88,49,39,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.9399844378793913,10.000000000000002,0.05912501298770214,0.0009084211311188707,0.3413026446026043,0.07302645996328627,65.08546637932113,-89.3882260551194,190.7764521102388,-89.57625672722075,187.1525134544415,0.37606134420269655,0.8285892922681689,1.2591977357376906e-07,13.049647583056284,True,39,0.9476941255276675
104,C,ok,100,62,38,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.9502536642049741,8.344961916219155,0.14152775228511644,0.08587731532148801,0.41961084767873114,1.0000000000000004e-06,1.6480225511859208,-85.75442491282087,183.50884982564173,-86.06628762332704,180.13257524665408,0.6237254210123524,0.7320820285004693,0.0013183840537232786,88.0372597050256,True,45,0.9532036227340075
105,C,ok,89,52,37,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.7455359530165234,2.0447492210698535,0.30839638350479875,0.052052809216608126,1.0000000000000004e-06,2.25,5.924682800912134,-85.94123629164824,183.88247258329648,-86.45703728330368,180.91407456660735,1.0316019833108783,0.5970221932511581,1.4476695846221502e-07,17.312020563945573,True,39,0.9771678634047161
106,C,ok,77,42,35,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.6935715896700098,2.2708184654659123,0.05534562764231634,0.12816852824284455,1.327719662172175e-06,1.3016331727621329,0.43181917122003155,-84.25428742811064,180.5085748562213,-85.66151064582095,179.3230212916419,2.8144464354206207,0.24482215800587137,0.011831659626112928,14.584990170749881,True,48,0.43580008459794783
107,C,ok,89,52,37,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.8391913439017717,3.7171025863868943,0.21564905934516354,0.06168981415147819,1.0993823181446694e-06,7.36982140453729e-06,3.4956996112136327,-87.89490315944177,187.78980631888354,-88.27975669243314,184.55951338486628,0.7697070659827432,0.6805503070728606,0.001121873711430275,223.00012045561317,True,49,0.9282443114261404
108,C,ok,74,45,29,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.7770283639811304,2.3991175537237464,0.09198737900545663,2.6590113681131135e-07,1.0000000000000004e-06,2.25,345945.79063696397,-88.25801888741199,188.51603777482399,-88.43313409209931,184.86626818419862,0.3502304093746318,0.8393603169560877,0.003101417384285751,61.8745173837995,True,42,0.9499074175488702
109,C,ok,75,39,36,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.672627011214393,5.493446296836086,0.08105396495660434,0.1322780831532618,1.6012101655007862,1.0000000000000004e-06,0.6127543053575437,-79.68982562422781,171.37965124845562,-80.95826261599704,169.9165252319941,2.53687398353847,0.2812709071285564,4.329309469317127e-08,15.30592797084354,True,45,0.4171045493616957
110,C,ok,86,51,35,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.5548948514493932,0.30085727720419575,0.19190859506986055,0.7553875323691362,1.2098949655570543e-06,1.001720645393748e-06,0.25405316721070836,-87.28545883837232,186.57091767674464,-87.61090795673948,183.22181591347896,0.6508982367343208,0.7222029261953915,1.8140624449698752e-06,45.42297267524607,True,43,0.6859627478518935
111,C,ok,66,44,22,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.6205693403469189,10.000000000000002,0.11463866733589322,0.23203312416425795,1.0000000000000004e-06,1.0000000000000004e-06,0.49406164636536837,-81.86736803062917,175.73473606125833,-82.1582512784764,172.3165025569528,0.5817664956944668,0.7476029571776421,1.074804708927567e-07,17.88971532473854,True,44,0.7026983509429503
112,C,ok,102,65,37,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.9288400016622399,4.250311163818023,0.16343008821869004,0.19800441043482606,0.10274885185551837,1.1312677177276474e-05,0.8253861005408448,-85.77847821848879,183.55695643697757,-85.79373441637512,179.58746883275023,0.03051239577266074,0.9848595883336487,0.04946817978219422,14.894741817124606,True,38,0.981990922119772
113,C,ok,85,58,27,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.8086952928563013,10.000000000000002,0.12603697649827056,0.08635192312786295,0.0571475212962378,1.4432117636243869,1.4595734748332725,-84.95254323746124,181.90508647492248,-85.20188551151804,178.4037710230361,0.4986845481136015,0.7793131890438932,8.268289726477956e-08,23.619403427521345,True,46,0.7282074578369893
114,C,ok,102,65,37,0.8,4.0,0.12,0.08,0.8,0.7,1.5,1.0285361677438587,2.032080554476139,0.0204564941490231,1.6545265385397248e-07,2.0360376021072595,0.10685701967805164,123639.56499046477,-83.77681309199455,179.5536261839891,-83.63317592407407,175.26635184814813,-0.2872743358409764,1.0,2.5759871245773597e-08,44.106249995072126,True,38,0.7781046823743598
115,C,ok,78,40,38,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.6117906662113666,4.174658843350502,0.30765198639862273,0.2798109324729897,1.0000000000000004e-06,1.0000000000000004e-06,1.0994995216218741,-81.30168653892136,174.60337307784272,-81.31099412793077,170.62198825586154,0.018615178018819734,0.9907355925213454,1.3994971413686835e-07,23.529757907429833,True,45,0.7504268048239293
116,C,ok,98,54,44,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.6906292805587368,1.3004069302986363,0.108811404926608,0.11834156106556716,1.404580521010474,1.9065790447441793,0.9194690685744886,-77.68471029751457,167.36942059502914,-78.18103899883637,164.36207799767274,0.9926574026436015,0.608761507470442,3.957620301647086e-06,40.14488176092824,True,44,0.1704541065800957
117,C,ok,103,65,38,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.9410524892959807,10.000000000000002,0.10781361512772214,9.999999999999982e-09,1.674308783439101,0.0016339698188845887,10781361.512772234,-77.81165038421771,167.62330076843543,-81.08019129633175,170.1603825926635,6.537081824228068,0.03806192226884553,6.875572163160738e-08,19.69631046354181,True,46,0.9753316424793179
118,C,ok,67,42,25,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.6482947933442214,8.302081433666245,0.12961274293306022,0.07982382713001308,0.32471870496707766,0.38103905733039684,1.623735012378615,-84.25004397588702,180.50008795177405,-84.32943756384319,176.65887512768637,0.15878717591232316,0.9236763050226194,5.354419345972428e-07,8.49524753877063,True,46,0.7227191137275554
119,C,ok,82,40,42,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.8036392919355962,10.000000000000002,0.05000964237164674,0.03723246703961408,1.3536994580044241,2.25,1.3431729441521612,-84.93095915337697,181.86191830675395,-85.36968367948167,178.73936735896334,0.8774490522093856,0.6448583968187218,1.02731526651985e-07,73.43499531701825,True,44,0.9961514205968619
120,C,ok,77,41,36,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.7504995514994386,2.8555574197113684,0.03563281865398998,0.05570118997367496,2.25,0.8290836702209375,0.6397137775841139,-87.05932940428993,186.11865880857985,-87.43430544483024,182.8686108896605,0.7499520810806359,0.6873057460680101,2.521423505938035e-08,17.221161183248118,True,48,0.8869293768047593
121,C,ok,93,67,26,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.8619976899831876,7.632298843662647,0.11847621195763867,0.006450857820102477,0.8541980227333308,2.25,18.36596236680916,-83.48874945716162,178.97749891432323,-84.10975741427427,176.21951482854854,1.2420159142253056,0.5374024858505309,9.5654266940097e-07,28.26007585527109,True,40,0.6539145261451895
122,C,ok,80,54,26,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.7214411904253286,4.068893574781695,0.043884811528011526,0.07026737517342867,2.25,2.25,0.6245403563132723,-82.92215560927751,177.84431121855502,-82.97679456956176,173.95358913912352,0.10927792056850194,0.9468269283767026,8.140583561264234e-08,231.66865387361582,True,41,0.9738855950333163
123,C,ok,91,53,38,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.861355166957214,1.9581205176036085,0.006488513935961874,0.030726924164217146,2.25,2.25,0.21116705015069598,-80.80448115157137,173.60896230314273,-81.38016519972412,170.76033039944824,1.1513680963055037,0.5623200832018491,2.7303436209817154e-07,24.52787071889578,True,43,0.9264522430825166
124,C,ok,97,55,42,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.9232121063892957,8.201378530708391,0.11521404669665315,0.1484082523012596,0.41165971257946443,2.8275725141812272e-06,0.7763318070936901,-85.76800776077688,183.53601552155376,-85.8216066921878,179.6432133843756,0.10719786282183463,0.9478121679702685,0.01843628211289202,26.483311986812097,True,36,0.9838621455191559
125,C,ok,87,46,41,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.8672761280934663,5.8913770257719875,0.04168259888542259,0.08297947191365919,1.914286847357244,7.001686826650366e-06,0.5023242245840474,-87.84256705417715,187.6851341083543,-88.7790402382139,185.5580804764278,1.8729463680734852,0.39200794010114715,4.1265343686994196e-07,56.91792517069429,True,40,0.5342275897479576
126,C,ok,102,57,45,0.8,4.0,0.12,0.08,0.8,0.7,1.5,1.0907173228477305,10.000000000000002,0.004542585668502622,0.048140935363845755,2.25,1.1357313594918858e-05,0.09436014556364732,-88.04544537822652,188.09089075645304,-88.41020937072138,184.82041874144275,0.7295279849897156,0.6943605058323696,1.6850432156756802e-07,22.082853605011156,True,43,0.8448836534156033
127,C,ok,78,52,26,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.5551881047093136,0.003050932141632763,1.3306704913634127e-06,10.000000000000002,0.4199726392168581,1.0000000000000004e-06,1.3306704913634126e-07,-87.14987039427702,186.29974078855403,-87.39206316139739,182.78412632279478,0.4843855342407437,0.7849048591182306,7.911824046505066e-08,42.93279301470409,True,42,0.9682548094552371
128,C,ok,77,57,20,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.7344312843530945,1.491467524389058,0.10248659994136633,0.2543569762015547,4.958565754429341e-06,1.0000000000000004e-06,0.4029242738762355,-88.13503147847992,188.27006295695983,-88.24919663235391,184.49839326470783,0.22833030774799568,0.8921106081922447,5.774036957747776e-08,7.304690682522695,True,43,0.999592498819129
129,C,ok,74,40,34,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.7208030010456453,4.149244110541213,0.12511439456620022,9.999999999999982e-09,0.9580932555341481,7.7361925500482e-06,12511439.456620043,-85.37977424864292,182.75954849728583,-86.44434718020645,180.8886943604129,2.1291458631270643,0.3448751085946553,0.00221878127402806,19.231354872607014,True,44,0.5270081233270252
130,C,ok,89,53,36,0.8,4.0,0.12,0.08,0.8,0.7,1.5,0.8359401250306189,3.790969944981067,0.1619322636472065,0.020247869543645863,0.497983056629601,2.25,7.997496393294558,-86.69870306340754,185.39740612681507,-87.10010232236213,182.20020464472427,0.8027985179091957,0.6693827506212078,1.569838122176968e-07,1468.4626125143625,True,41,0.5138153553898542
